57716	-0.33776343785429175	-0.489023970817	-0.15126053296270825	0
1747	-0.33776343785429175	-0.489023970817	-0.15126053296270825	0
5820	-0.33642762110357527	-0.489023970817	-0.15259634971342473	0
8241	-0.345497012062951	-0.489023970817	-0.14352695875404897	0
1786	-0.33776343785429175	-0.489023970817	-0.15126053296270825	0
3329	-0.34353237552071136	-0.489023970817	-0.14549159529628863	0
64446	-0.328627931214174	-0.489023970817	-0.160396039602826	0
79147	-0.34484901083380803	-0.489023970817	-0.14417495998319196	0
55172	-0.345497012062951	-0.489023970817	-0.14352695875404897	0
23111	-0.345497012062951	-0.489023970817	-0.14352695875404897	0
11005	-0.31604229419635055	-0.489023970817	0.17298167662064945	1
8195	-0.32674533275282336	-0.489023970817	0.16227863806417664	1
4792	-0.3161361645430847	-0.489023970817	0.1728878062739153	1
2071	-0.32078111804109377	-0.489023970817	0.16824285277590623	1
3481	-0.32674533275282336	-0.489023970817	0.16227863806417664	1
